"female_id","male_id","cycle_id","consort","Class","female_hybridscore","male_hybridscore","female_gendiv","male_gendiv","gen_distance","female_age","male_rank","female_rank","males_present","females_present","male_rank_transform","gen_distance_transform","rank_interact","assort_index","female_age_transform"
"LAD","GOD",11916,0,"0",0.051666667,0.071666667,0.7143,0.7857,0.0235,5.787816564,7,5,7,12,0.014548671,0.99944775,35,0.880369444,-0.344081412
"LAD","FEL",11920,0,"0",0.051666667,0.342666667,0.7143,1,0.1833,5.883641342,4,5,7,12,0.066666305,0.96640111,20,0.623371111,-0.336098356
"LAD","IAG",11925,1,"1",0.051666667,0.213333333,0.7143,0.7143,0.0187,5.993155373,1,5,5,12,0.34308049,0.99965031,5,0.746022222,-0.327089596
"LAD","PLA",11925,1,"1",0.051666667,0.037666667,0.7143,0.7857,-0.0344,5.993155373,2,5,5,12,0.175311621,0.99881664,10,0.912612777,-0.327089596
"LAD","FEL",11925,0,"1",0.051666667,0.342666667,0.7143,1,0.1833,5.993155373,5,5,5,12,0.023391322,0.96640111,25,0.623371111,-0.327089596
"LAD","ZAP",11929,1,"0",0.051666667,0.041,0.7143,0.7857,0.0445,7.312799452,4,5,7,10,0.066666305,0.99801975,20,0.909451666,-0.228156384
"LAD","ZIN",11934,1,"0",0.051666667,0.461,0.7143,1,0.0527,7.411362081,2,5,6,10,0.181327551,0.99722271,10,0.511151666,-0.221480355
"LAD","GOD",11934,1,"0",0.051666667,0.071666667,0.7143,0.7857,0.0235,7.411362081,6,5,6,10,0.017162128,0.99944775,30,0.880369444,-0.221480355
"LAD","ZAI",11938,0,"0",0.051666667,0.208666667,0.7143,0.8571,0.0212,7.504449008,1,5,4,11,0.35467302,0.99955056,5,0.750447777,-0.215266238
"LAD","ZIN",11943,1,"0",0.051666667,0.461,0.7143,1,0.0527,7.622176591,2,5,4,11,0.166967018,0.99722271,10,0.511151666,-0.207533834
"LAD","ZAP",11943,0,"0",0.051666667,0.041,0.7143,0.7857,0.0445,7.622176591,3,5,4,11,0.078601933,0.99801975,15,0.909451666,-0.207533834
"LAD","ZAP",11947,0,"1",0.051666667,0.041,0.7143,0.7857,0.0445,7.742642026,3,4,4,10,0.078601933,0.99801975,12,0.909451666,-0.199768004
"LAD","MOR",11956,0,"0",0.051666667,0.059333333,0.7143,0.8571,-0.0553,9.278576318,6,3,6,9,0.017162128,0.99694191,18,0.892065556,-0.113733886
"LAD","SAW",11956,0,"0",0.051666667,0.099666667,0.7143,0.9286,-0.1103,9.278576318,5,3,6,9,0.030941709,0.98783391,15,0.85381611,-0.113733886
"LAD","HIB",11960,0,"1",0.051666667,0.064,0.7143,0.8571,-0.137,9.371663244,1,3,7,9,0.305484685,0.981231,3,0.88764,-0.109293373
"LAD","KRA",11960,0,"1",0.051666667,0.211,0.7143,0.7857,0.093,9.371663244,4,3,7,9,0.066666305,0.991351,12,0.748235,-0.109293373
"LAD","SAW",11960,0,"1",0.051666667,0.099666667,0.7143,0.9286,-0.1103,9.371663244,6,3,7,9,0.024164863,0.98783391,18,0.85381611,-0.109293373
"LAD","SAW",11964,0,"1",0.051666667,0.099666667,0.7143,0.9286,-0.1103,10.45859001,6,5,6,12,0.017162128,0.98783391,30,0.85381611,-0.063987677
"LAD","KRA",11968,0,"0",0.051666667,0.211,0.7143,0.7857,0.093,11.79466119,1,5,11,14,0.149937411,0.991351,5,0.748235,-0.024813874
"LAD","EXO",11976,0,"0",0.051666667,0.107,0.7143,0.7857,0.3925,13.13620808,9,6,9,15,0.015615999,0.84594375,54,0.846861666,-0.003806819
"LAD","MOR",11976,0,"0",0.051666667,0.059333333,0.7143,0.8571,-0.0553,13.13620808,8,6,9,15,0.022014382,0.99694191,48,0.892065556,-0.003806819
"LAD","HIB",11981,0,"1",0.051666667,0.064,0.7143,0.8571,-0.137,13.31143053,7,6,9,15,0.03103439,0.981231,42,0.88764,-0.00241902
"LAM","LEO",12033,0,"0",0.091,0.275,0.8,1,-0.1695,7.994524298,2,11,7,14,0.183919773,0.97126975,22,0.659025,-0.184008869
"LAM","CUI",12052,0,"1",0.091,0.210666667,0.8,0.8,-0.1879,9.63449692,1,15,9,19,0.243592305,0.96469359,15,0.717504,-0.097232741
"LAM","KAK",12052,0,"1",0.091,0.252666667,0.8,0.7857,-0.2116,9.63449692,3,15,9,19,0.122571673,0.95522544,45,0.679326,-0.097232741
"LAM","NEL",12052,0,"1",0.091,0.271333333,0.8,0.5,-0.1337,9.63449692,6,15,9,19,0.04375019,0.98212431,90,0.662358,-0.097232741
"LAM","CUI",12056,1,"0",0.091,0.210666667,0.8,0.8,-0.1879,9.935660507,1,15,7,19,0.305484685,0.96469359,15,0.717504,-0.084279875
"LAM","CUI",12063,1,"1",0.091,0.210666667,0.8,0.8,-0.1879,10.17385352,1,14,7,18,0.305484685,0.96469359,14,0.717504,-0.0746908
"LAM","HNS",12066,0,"0",0.091,0.070666667,0.8,0.9286,-0.1536,10.7652293,8,16,9,22,0.022014382,0.97640704,128,0.844764,-0.053386436
"LAM","FAT",12070,0,"1",0.091,0.195666667,0.8,0.7857,0.0592,10.96783025,3,17,8,22,0.118727376,0.99649536,51,0.731139,-0.046908436
"LAM","KAK",12070,0,"1",0.091,0.252666667,0.8,0.7857,-0.2116,10.96783025,2,17,8,22,0.181676912,0.95522544,34,0.679326,-0.046908436
"LAM","KAK",12074,0,"1",0.091,0.252666667,0.8,0.7857,-0.2116,11.49623546,4,18,9,23,0.086946757,0.95522544,72,0.679326,-0.031983862
"LAM","LEO",12074,0,"1",0.091,0.275,0.8,1,-0.1695,11.49623546,7,18,9,23,0.03103439,0.97126975,126,0.659025,-0.031983862
"LAM","LEO",12078,1,"1",0.091,0.275,0.8,1,-0.1695,11.816564,10,18,11,23,0.029833083,0.97126975,180,0.659025,-0.024323432
"LAM","FAT",12078,0,"1",0.091,0.195666667,0.8,0.7857,0.0592,11.816564,4,18,11,23,0.087533182,0.99649536,72,0.731139,-0.024323432
"LAM","PEP",12078,0,"1",0.091,0.546666667,0.8,0.7857,-0.2887,11.816564,7,18,11,23,0.051101709,0.91665231,126,0.41208,-0.024323432
"LAM","KAD",12082,0,"0",0.091,0.276333333,0.8,0.7857,-0.2174,13.41546886,1,15,11,21,0.149937411,0.95273724,15,0.657813,-0.001743248
"LAM","KAD",12086,1,"1",0.091,0.276333333,0.8,0.7857,-0.2174,13.52772074,1,15,12,19,0.088360604,0.95273724,15,0.657813,-0.001137998
"LAM","HOB",12089,1,"0",0.091,0.165,0.8,0.8571,-0.2831,13.77138946,5,15,10,19,0.070742873,0.91985439,75,0.759015,-0.000266647
"LAM","TUZ",12096,0,"0",0.091,0.311,0.8,0.7143,-0.1421,15.137577,8,22,8,24,0.014151631,0.97980759,176,0.626301,-0.006602456
"LAM","KEI",12100,0,"1",0.091,0.093333333,0.8,0.8571,-0.1348,15.23887748,2,22,8,24,0.181676912,0.98182896,44,0.82416,-0.007830701
"LAM","JIT",12103,1,"0",0.091,0.115,0.8,0.7857,0.2218,16.57768652,4,17,8,17,0.077589329,0.95080476,68,0.804465,-0.033900346
"LAN","HIB",26800,0,"0",0.095333333,0.064,0.7143,0.8571,-0.0392,7.091033539,7,8,12,16,0.049255755,0.99846336,56,0.846768,-0.243539886
"LAN","HIB",26804,0,"1",0.095333333,0.064,0.7143,0.8571,-0.0392,7.211498973,7,8,12,16,0.049255755,0.99846336,56,0.846768,-0.235121154
"LAN","NIN",26804,0,"1",0.095333333,0.044333333,0.7143,0.5714,0.0723,7.211498973,2,8,12,16,0.080160126,0.99477271,16,0.864559778,-0.235121154
"LAR","FEL",12249,0,"0",0.047,0.342666667,0.9286,1,0.0987,8.76386037,3,3,3,9,0.068149966,0.99025831,9,0.626438666,-0.13988346
"LAR","CHA",12253,1,"1",0.047,0.042333333,0.9286,0.8571,0.0586,8.851471595,1,3,2,9,0.366553169,0.99656604,3,0.912656334,-0.135241555
"LAR","JIT",12253,1,"1",0.047,0.115,0.9286,0.7857,0.0444,8.851471595,2,3,2,9,0.146458715,0.99802864,6,0.843405,-0.135241555
"LAR","FEL",12257,1,"0",0.047,0.342666667,0.9286,1,0.0987,9.957563313,2,4,2,11,0.146458715,0.99025831,8,0.626438666,-0.083373951
"LAR","FEL",12270,0,"1",0.047,0.342666667,0.9286,1,0.0987,10.25598905,2,4,2,11,0.146458715,0.99025831,8,0.626438666,-0.071518459
"LAR","CHA",12274,1,"0",0.047,0.042333333,0.9286,0.8571,0.0586,11.37303217,8,4,7,12,0.008759157,0.99656604,32,0.912656334,-0.035208979
"LAR","DAL",12274,0,"0",0.047,0.058,0.9286,0.6429,-0.0028,11.37303217,5,4,7,12,0.040137042,0.99999216,20,0.897726,-0.035208979
"LAR","FEL",12274,0,"0",0.047,0.342666667,0.9286,1,0.0987,11.37303217,4,4,7,12,0.066666305,0.99025831,16,0.626438666,-0.035208979
"LAR","IAG",12274,0,"0",0.047,0.213333333,0.9286,0.7143,0.0184,11.37303217,1,4,7,12,0.305484685,0.99966144,4,0.749693334,-0.035208979
"LAR","PLA",12274,0,"0",0.047,0.037666667,0.9286,0.7857,0.0068,11.37303217,2,4,7,12,0.183919773,0.99995376,8,0.917103666,-0.035208979
"LAR","GOD",12278,1,"0",0.047,0.071666667,0.9286,0.7857,0.2294,11.4770705,5,4,7,12,0.040137042,0.94737564,20,0.884701666,-0.032475374
"LAR","IAG",12278,0,"0",0.047,0.213333333,0.9286,0.7143,0.0184,11.4770705,1,4,7,12,0.305484685,0.99966144,4,0.749693334,-0.032475374
"LAR","FEL",12295,0,"1",0.047,0.342666667,0.9286,1,0.0987,12.74743326,9,4,8,9,0.009248209,0.99025831,36,0.626438666,-0.008004711
"LAR","KIL",12295,0,"1",0.047,0.444666667,0.9286,0.8571,0.0945,12.74743326,3,4,8,9,0.118727376,0.99106975,12,0.529232666,-0.008004711
"LAS","FAV",12343,0,"0",0.187666667,0.054666667,0.8571,0.7857,-0.0634,6.806297057,5,5,6,13,0.030941709,0.99598044,25,0.767925777,-0.264027357
"LAS","JIT",12343,0,"0",0.187666667,0.115,0.8571,0.7857,-0.1021,6.806297057,7,5,6,13,0.009519145,0.98957559,35,0.718915,-0.264027357
"LAS","ORY",12347,0,"0",0.187666667,0.562,0.8571,1,-0.1388,6.92128679,3,5,6,13,0.100575136,0.98073456,15,0.355802,-0.255653983
"LAS","ROC",12347,0,"0",0.187666667,0.6,0.8571,1,0.0332,6.92128679,4,5,6,13,0.055785003,0.99889776,20,0.324933333,-0.255653983
"LAS","FAV",12351,0,"0",0.187666667,0.054666667,0.8571,0.7857,-0.0634,7.02532512,5,5,5,13,0.023391322,0.99598044,25,0.767925777,-0.248194335
"LAS","ALE",12355,1,"0",0.187666667,0.385,0.8571,1,0.0317,7.121149897,2,5,6,13,0.181327551,0.99899511,10,0.499585,-0.24142132
"LAS","ROC",12359,0,"0",0.187666667,0.6,0.8571,1,0.0332,7.211498973,3,5,6,13,0.100575136,0.99889776,15,0.324933333,-0.235121154
"LAS","FAV",12363,0,"0",0.187666667,0.054666667,0.8571,0.7857,-0.0634,7.318275154,6,5,6,13,0.017162128,0.99598044,30,0.767925777,-0.227782892
"LAS","UDA",12363,0,"0",0.187666667,0.375333333,0.8571,1,-0.0575,7.318275154,5,5,6,13,0.030941709,0.99669375,25,0.507437556,-0.227782892
"LAS","UDA",12368,1,"1",0.187666667,0.375333333,0.8571,1,-0.0575,7.414099932,5,5,6,13,0.030941709,0.99669375,25,0.507437556,-0.221296325
"LAS","FAV",12368,1,"1",0.187666667,0.054666667,0.8571,0.7857,-0.0634,7.414099932,6,5,6,13,0.017162128,0.99598044,30,0.767925777,-0.221296325
"LAS","AMA",12381,1,"1",0.187666667,0.339666667,0.8571,0.9286,-0.0777,8.8678987,4,5,6,12,0.055785003,0.99396271,20,0.536410777,-0.134379917
"LAS","ROC",12381,0,"1",0.187666667,0.6,0.8571,1,0.0332,8.8678987,2,5,6,12,0.181327551,0.99889776,10,0.324933333,-0.134379917
"LAS","NAF",12385,1,"0",0.187666667,0.056666667,0.8571,0.7143,0.0339,10.05065024,6,6,10,15,0.054470093,0.99885079,36,0.766301111,-0.079578385
"LAS","AMA",12385,0,"0",0.187666667,0.339666667,0.8571,0.9286,-0.0777,10.05065024,9,6,10,15,0.024864766,0.99396271,54,0.536410777,-0.079578385
"LAS","ROC",12385,0,"0",0.187666667,0.6,0.8571,1,0.0332,10.05065024,3,6,10,15,0.119325112,0.99889776,18,0.324933333,-0.079578385
"LAS","NAF",12393,0,"0",0.187666667,0.056666667,0.8571,0.7143,0.0339,10.24503765,6,7,9,16,0.04375019,0.99885079,42,0.766301111,-0.07193746
"LAS","VIP",12393,0,"0",0.187666667,0.104333333,0.8571,0.7857,0.1883,10.24503765,5,7,9,16,0.061676066,0.96454311,35,0.727579889,-0.07193746
"LAS","NAF",12397,0,"1",0.187666667,0.056666667,0.8571,0.7143,0.0339,10.32443532,6,7,9,16,0.04375019,0.99885079,42,0.766301111,-0.068927427
"LAS","SHY",12401,1,"1",0.187666667,0.142333333,0.8571,0.9286,0.2239,11.63312799,6,7,8,16,0.033136318,0.94986879,42,0.696711222,-0.028582057
"LAS","ROC",12401,0,"1",0.187666667,0.6,0.8571,1,0.0332,11.63312799,4,7,8,16,0.077589329,0.99889776,28,0.324933333,-0.028582057
"LAS","DEA",12405,1,"0",0.187666667,0.635666667,0.8571,1,0.0204,12.96919918,1,9,11,20,0.149937411,0.99958384,9,0.295960111,-0.005421175
"LAS","VIP",12405,1,"0",0.187666667,0.104333333,0.8571,0.7857,0.1883,12.96919918,4,9,11,20,0.087533182,0.96454311,36,0.727579889,-0.005421175
"LAS","AMA",12405,0,"0",0.187666667,0.339666667,0.8571,0.9286,-0.0777,12.96919918,6,9,11,20,0.061143157,0.99396271,54,0.536410777,-0.005421175
"LAS","VOY",12409,0,"0",0.187666667,0.577666667,0.8571,0.9286,0.1472,13.10061602,2,9,13,20,0.01493291,0.97833216,18,0.343075444,-0.004126998
"LAS","ICA",12413,0,"0",0.187666667,0.650666667,0.8571,1,-0.0427,13.20465435,9,9,13,20,0.013406873,0.99817671,81,0.283775111,-0.003227422
"LAS","VIP",12413,0,"0",0.187666667,0.104333333,0.8571,0.7857,0.1883,13.20465435,7,9,13,20,0.01382623,0.96454311,63,0.727579889,-0.003227422
"LAS","ALE",12417,0,"0",0.187666667,0.385,0.8571,1,0.0317,13.30869268,14,8,12,21,0.024908926,0.99899511,112,0.499585,-0.002438295
"LAS","VOY",12417,0,"0",0.187666667,0.577666667,0.8571,0.9286,0.1472,13.30869268,2,8,12,21,0.080160126,0.97833216,16,0.343075444,-0.002438295
"LAS","AMA",12421,0,"1",0.187666667,0.339666667,0.8571,0.9286,-0.0777,13.41546886,9,8,12,21,0.040537449,0.99396271,72,0.536410777,-0.001743248
"LAS","DUB",12421,0,"1",0.187666667,0.740333333,0.8571,1,-0.0914,13.41546886,4,8,12,21,0.065971723,0.99164604,32,0.210935889,-0.001743248
"LAS","SHY",12421,0,"1",0.187666667,0.142333333,0.8571,0.9286,0.2239,13.41546886,7,8,12,21,0.049255755,0.94986879,56,0.696711222,-0.001743248
"LAS","ALE",12425,0,"0",0.187666667,0.385,0.8571,1,0.0317,14.64476386,10,11,14,25,0.013201989,0.99899511,110,0.499585,-0.002121023
"LAS","AMO",12425,0,"0",0.187666667,0.095666667,0.8571,0.6429,-0.0086,14.64476386,9,11,14,25,0.013406873,0.99992604,99,0.734620111,-0.002121023
"LAS","JAG",12425,0,"0",0.187666667,0.049666667,0.8571,0.9286,-0.0669,14.64476386,12,11,14,25,0.012801566,0.99552439,132,0.771987444,-0.002121023
"LAS","ISR",12429,1,"1",0.187666667,0.094333333,0.8571,0.9231,0.0016,14.81177276,1,11,14,25,0.015164657,0.99999744,11,0.735703222,-0.003362117
"LAS","DUB",12429,0,"1",0.187666667,0.740333333,0.8571,1,-0.0914,14.81177276,2,11,14,25,0.01493291,0.99164604,22,0.210935889,-0.003362117
"LAS","ELV",12429,0,"1",0.187666667,0.723333333,0.8571,0.8571,0.1371,14.81177276,6,11,14,25,0.014040802,0.98120359,66,0.224745556,-0.003362117
"LAS","VIP",27158,0,"0",0.187666667,0.104333333,0.8571,0.7857,0.1883,16.25735797,7,11,14,29,0.01382623,0.96454311,77,0.727579889,-0.025998291
"LAS","VOY",27161,0,"0",0.187666667,0.577666667,0.8571,0.9286,0.1472,16.37782341,3,11,14,29,0.014704705,0.97833216,33,0.343075444,-0.028847164
"LAS","ALE",27345,0,"1",0.187666667,0.385,0.8571,1,0.0317,16.57494867,15,11,17,29,0.012223588,0.99899511,165,0.499585,-0.033828371
"LAS","DAG",27345,0,"1",0.187666667,0.838666667,0.8571,1,0.0361,16.57494867,2,11,17,29,0.01493291,0.99869679,22,0.157389778,-0.033828371
"LAS","VEI",27345,0,"1",0.187666667,0.532333333,0.8571,0.7143,0.077,16.57494867,9,11,17,29,0.013406873,0.994071,99,0.379901222,-0.033828371
"LAV","KHA",12511,0,"0",0.205,0.079666667,0.9286,0.8571,-0.0443,7.383983573,2,13,6,13,0.181327551,0.99803751,26,0.731665,-0.223324864
"LAV","ORY",12516,0,"0",0.205,0.562,0.9286,1,-0.0882,7.482546201,5,14,6,14,0.030941709,0.99222076,70,0.34821,-0.216720429
"LAV","ROC",12520,0,"0",0.205,0.6,0.9286,1,-0.0755,7.572895277,3,14,8,14,0.118727376,0.99429975,42,0.318,-0.210753444
"LAV","SHY",12525,1,"1",0.205,0.142333333,0.9286,0.9286,-0.0877,7.668720055,5,14,8,14,0.050705273,0.99230871,70,0.681845,-0.204515846
"LAV","VIP",12529,0,"0",0.205,0.104333333,0.9286,0.7857,-0.1471,8.93908282,6,16,10,16,0.054470093,0.97836159,96,0.712055,-0.130677973
"LAV","ORB",12533,0,"1",0.205,0.214,0.9286,0.8571,0.0398,9.029431896,5,16,10,16,0.070742873,0.99841596,80,0.62487,-0.126053813
"LAV","VAN",12533,0,"1",0.205,0.036,0.9286,0.5,0.0184,9.029431896,3,16,10,16,0.119325112,0.99966144,48,0.76638,-0.126053813
"LAV","SHY",12537,0,"0",0.205,0.142333333,0.9286,0.9286,-0.0877,10.2587269,5,16,8,16,0.050705273,0.99230871,80,0.681845,-0.0714139
"LAV","ROC",12541,0,"0",0.205,0.6,0.9286,1,-0.0755,10.34633812,3,17,8,17,0.118727376,0.99429975,51,0.318,-0.068108394
"LAV","VAN",12541,0,"0",0.205,0.036,0.9286,0.5,0.0184,10.34633812,2,17,8,17,0.181676912,0.99966144,34,0.76638,-0.068108394
"LAV","ROC",12546,0,"1",0.205,0.6,0.9286,1,-0.0755,10.42299795,3,18,8,18,0.118727376,0.99429975,54,0.318,-0.065280325
"LAV","DUB",12549,0,"0",0.205,0.740333333,0.9286,1,-0.0406,11.88774812,2,22,11,22,0.125313419,0.99835164,44,0.206435,-0.022763306
"LAV","ALE",12558,0,"0",0.205,0.385,0.9286,1,-0.1224,12.40793977,11,23,12,23,0.03336229,0.98501824,253,0.488925,-0.012931917
"LAV","JAG",12558,0,"0",0.205,0.049666667,0.9286,0.9286,0.0921,12.40793977,10,23,12,23,0.036775292,0.99151759,230,0.755515,-0.012931917
"LAV","LOZ",12558,0,"0",0.205,0.148333333,0.9286,0.7857,-0.0845,12.40793977,8,23,12,23,0.044684479,0.99285975,184,0.677075,-0.012931917
"LAV","ISR",12566,0,"1",0.205,0.094333333,0.9286,0.9231,5e-04,12.58042437,1,23,13,23,0.015164657,0.99999975,23,0.720005,-0.010281607
"LAV","AMA",12570,0,"0",0.205,0.339666667,0.9286,0.9286,-0.0275,13.99041752,11,27,12,26,0.03336229,0.99924375,297,0.524965,-4.68e-07
"LAV","ISR",12570,0,"0",0.205,0.094333333,0.9286,0.9231,5e-04,13.99041752,5,27,12,26,0.059849089,0.99999975,135,0.720005,-4.68e-07
"LAV","VIP",12570,0,"0",0.205,0.104333333,0.9286,0.7857,-0.1471,13.99041752,9,27,12,26,0.040537449,0.97836159,243,0.712055,-4.68e-07
"LAV","ISR",12578,0,"0",0.205,0.094333333,0.9286,0.9231,5e-04,14.40109514,7,29,16,28,0.01382623,0.99999975,203,0.720005,-0.000820803
"LAV","LOZ",12578,0,"0",0.205,0.148333333,0.9286,0.7857,-0.0845,14.40109514,12,29,16,28,0.012801566,0.99285975,348,0.677075,-0.000820803
"LAV","NAW",12578,0,"0",0.205,0.367333333,0.9286,0.8571,0.0375,14.40109514,4,29,16,28,0.014479987,0.99859375,116,0.50297,-0.000820803
"LAV","PLA",12578,0,"0",0.205,0.037666667,0.9286,0.7857,0.0522,14.40109514,14,29,16,28,0.012413288,0.99727516,406,0.765055,-0.000820803
"LAV","AMA",26683,0,"0",0.205,0.339666667,0.9286,0.9286,-0.0275,14.49144422,12,29,15,29,0.012801566,0.99924375,348,0.524965,-0.001232232
"LAV","ISR",26683,0,"0",0.205,0.094333333,0.9286,0.9231,5e-04,14.49144422,7,29,15,29,0.01382623,0.99999975,203,0.720005,-0.001232232
"LAV","VIB",26683,0,"0",0.205,0.046666667,0.9286,0.5714,0.0167,14.49144422,14,29,15,29,0.012413288,0.99972111,406,0.7579,-0.001232232
"LAV","VOY",26683,0,"0",0.205,0.577666667,0.9286,0.9286,-0.1048,14.49144422,3,29,15,29,0.014704705,0.98901696,87,0.335755,-0.001232232
"LAV","AMA",27165,0,"0",0.205,0.339666667,0.9286,0.9286,-0.0275,14.5982204,11,29,13,29,0.013000236,0.99924375,319,0.524965,-0.001825855
"LAV","VEI",27165,0,"0",0.205,0.532333333,0.9286,0.7143,-0.1438,14.5982204,6,29,13,29,0.014040802,0.97932156,174,0.371795,-0.001825855
"LAV","ALE",27368,0,"0",0.205,0.385,0.9286,1,-0.1224,15.04722793,14,30,15,30,0.012413288,0.98501824,420,0.488925,-0.005595338
"LAV","DAG",27368,0,"0",0.205,0.838666667,0.9286,1,-0.0665,15.04722793,2,30,15,30,0.01493291,0.99557775,60,0.171926667,-0.005595338
"LAV","NJU",27731,0,"0",0.205,0.127666667,0.9286,0.9286,0.173,15.27994524,10,30,16,30,0.013201989,0.970071,300,0.693505,-0.008358468
"LAV","ORN",27731,0,"0",0.205,0.566333333,0.9286,0.8571,-0.0829,15.27994524,14,30,16,30,0.012413288,0.99312759,420,0.344765,-0.008358468
"LAV","ELV",27735,0,"0",0.205,0.723333333,0.9286,0.8571,-0.0557,15.41409993,5,30,15,30,0.014258704,0.99689751,150,0.21995,-0.010202442
"LAV","VAP",27735,0,"0",0.205,0.499,0.9286,0.9286,-0.1372,15.41409993,3,30,15,30,0.014704705,0.98117616,90,0.398295,-0.010202442
"LAZ","ORY",12663,0,"0",0.712333333,0.562,0.7857,1,-0.0084,6.639288159,1,7,6,13,0.326916593,0.99992944,7,0.400331333,-0.276428974
"LAZ","ROC",12678,0,"1",0.712333333,0.6,0.7857,1,-0.0893,6.962354552,2,7,6,14,0.181327551,0.99202551,14,0.4274,-0.252696191
"LAZ","ALE",12682,1,"0",0.712333333,0.385,0.7857,1,-0.1754,8.254620123,3,6,6,13,0.100575136,0.96923484,18,0.274248333,-0.168415255
"LAZ","AMA",12687,0,"0",0.712333333,0.339666667,0.7857,0.9286,-7e-04,8.350444901,4,7,7,14,0.066666305,0.99999951,28,0.241955889,-0.162844249
"LAZ","VAN",12690,0,"1",0.712333333,0.036,0.7857,0.5,-0.1124,8.449007529,2,7,8,14,0.181676912,0.98736624,14,0.277310667,-0.157211824
"LAZ","ORB",12694,0,"1",0.712333333,0.214,0.7857,0.8571,-0.1564,9.746748802,5,8,10,16,0.070742873,0.97553904,40,0.226106,-0.092296662
"LAZ","SHY",12694,0,"1",0.712333333,0.142333333,0.7857,0.9286,-0.0538,9.746748802,8,8,10,16,0.032293042,0.99710556,64,0.246722111,-0.092296662
"LAZ","ALE",12698,0,"1",0.712333333,0.385,0.7857,1,-0.1754,11.1266256,8,8,8,16,0.014151631,0.96923484,64,0.274248333,-0.04212388
"LAZ","ALE",12706,0,"0",0.712333333,0.385,0.7857,1,-0.1754,12.63791923,12,11,12,21,0.030266038,0.96923484,132,0.274248333,-0.009465633
"LAZ","DUB",12706,0,"0",0.712333333,0.740333333,0.7857,1,-0.058,12.63791923,4,11,12,21,0.065971723,0.996636,44,0.527364111,-0.009465633
"LAZ","GYP",12706,0,"0",0.712333333,0.612,0.7857,1,-0.0972,12.63791923,6,11,12,21,0.054294678,0.99055216,66,0.435948,-0.009465633
"LAZ","VEI",12706,0,"0",0.712333333,0.532333333,0.7857,0.7143,-0.0693,12.63791923,3,11,12,21,0.07272071,0.99519751,33,0.379198777,-0.009465633
"LAZ","VIP",12706,0,"0",0.712333333,0.104333333,0.7857,0.7857,-0.0238,12.63791923,8,11,12,21,0.044684479,0.99943356,88,0.257653445,-0.009465633
"LAZ","DUB",12710,0,"1",0.712333333,0.740333333,0.7857,1,-0.058,12.76659822,2,11,12,22,0.080160126,0.996636,22,0.527364111,-0.007761632
"LAZ","VIP",12710,0,"1",0.712333333,0.104333333,0.7857,0.7857,-0.0238,12.76659822,8,11,12,22,0.044684479,0.99943356,88,0.257653445,-0.007761632
"LAZ","ALE",12714,0,"0",0.712333333,0.385,0.7857,1,-0.1754,14.11088296,11,13,14,25,0.013000236,0.96923484,143,0.274248333,-6.27e-05
"LAZ","DUB",12714,0,"0",0.712333333,0.740333333,0.7857,1,-0.058,14.11088296,2,13,14,25,0.01493291,0.996636,26,0.527364111,-6.27e-05
"LAZ","ISR",12714,0,"0",0.712333333,0.094333333,0.7857,0.9231,-0.0653,14.11088296,1,13,14,25,0.015164657,0.99573591,13,0.260530112,-6.27e-05
"LAZ","VEI",12714,0,"0",0.712333333,0.532333333,0.7857,0.7143,-0.0693,14.11088296,8,13,14,25,0.013614937,0.99519751,104,0.379198777,-6.27e-05
"LAZ","VOY",12718,1,"0",0.712333333,0.577666667,0.7857,0.9286,0.1084,14.22861054,3,13,14,25,0.014704705,0.98824944,39,0.411491222,-0.000266647
"LAZ","AMO",12723,0,"1",0.712333333,0.095666667,0.7857,0.6429,-0.0671,14.34907598,11,13,14,25,0.013000236,0.99549759,143,0.260146556,-0.000621704
"LAZ","DUB",12723,0,"1",0.712333333,0.740333333,0.7857,1,-0.058,14.34907598,1,13,14,25,0.015164657,0.996636,13,0.527364111,-0.000621704
"LAZ","VEI",12723,0,"1",0.712333333,0.532333333,0.7857,0.7143,-0.0693,14.34907598,8,13,14,25,0.013614937,0.99519751,104,0.379198777,-0.000621704
"LAZ","NJU",27697,0,"0",0.712333333,0.127666667,0.7857,0.9286,-0.2805,16.03559206,9,14,16,30,0.013406873,0.92131975,126,0.250941222,-0.021140995
"LAZ","VOY",27697,0,"0",0.712333333,0.577666667,0.7857,0.9286,0.1084,16.03559206,4,14,16,30,0.014479987,0.98824944,56,0.411491222,-0.021140995
"LAZ","VEI",27700,0,"0",0.712333333,0.532333333,0.7857,0.7143,-0.0693,16.18069815,9,14,17,30,0.013406873,0.99519751,126,0.379198777,-0.024262472
"LAZ","NJU",27739,0,"1",0.712333333,0.127666667,0.7857,0.9286,-0.2805,16.29295003,10,14,15,30,0.013201989,0.92131975,140,0.250941222,-0.026824591
"LAZ","VOY",27739,0,"1",0.712333333,0.577666667,0.7857,0.9286,0.1084,16.29295003,2,14,15,30,0.01493291,0.98824944,28,0.411491222,-0.026824591
"LEI","ISR",27670,0,"0",0.630333333,0.094333333,0.8571,0.9231,-0.2105,7.430527036,7,13,17,30,0.01382623,0.95568975,91,0.334794778,-0.22019375
"LEI","LOZ",27670,0,"0",0.630333333,0.148333333,0.8571,0.7857,0.0298,7.430527036,10,13,17,30,0.013201989,0.99911196,130,0.314832778,-0.22019375
